Player ID,Name,Pos,Team,Cost,team_Oi,opponent_Di,xGI,projected_GI,team_Di,opponent_Oi,xGc,projected_Gc,projected_net_goals,opponents
283,Mateta,FWD,Crystal Palace,7.7,5.55,5.97,6.3,7.52,5.55,5.97,6.34,7.56,-0.04,"(H) Brentford,(H) Brighton,(A) Wolves,(H) Manchester Utd,(A) Burnley"
430,Haaland,FWD,Manchester City,14.7,6.25,5.41,3.48,3.77,2.1,5.13,3.63,3.72,0.05,"(H) Bournemouth,(H) Liverpool,(A) Newcastle Utd,(H) Leeds United,(A) Fulham"
384,Gakpo,MID,Liverpool,7.6,4.85,4.04,3.36,2.72,6.95,3.89,6.22,4.84,-2.12,"(H) Aston Villa,(A) Manchester City,(H) Nott'ham Forest,(A) West Ham,(H) Sunderland"
160,Minteh,MID,Brighton,6.0,6.95,5.0,2.02,2.02,6.25,4.86,6.19,6.01,-3.99,"(H) Leeds United,(A) Crystal Palace,(H) Brentford,(A) Nott'ham Forest,(H) Aston Villa"
666,Gyökeres,FWD,Arsenal,9.0,4.85,4.86,1.68,1.64,1.4,5.55,2.9,3.2,-1.56,"(A) Burnley,(A) Sunderland,(H) Tottenham,(A) Chelsea,(H) Brentford"
575,Van de Ven,DEF,Tottenham,4.7,6.25,4.44,1.4,1.24,4.15,5.27,6.0,6.33,-5.09,"(H) Chelsea,(H) Manchester Utd,(A) Arsenal,(H) Fulham,(A) Newcastle Utd"
582,Kudus,MID,Tottenham,6.8,6.25,4.44,1.26,1.11,4.15,5.27,5.53,5.83,-4.72,"(H) Chelsea,(H) Manchester Utd,(A) Arsenal,(H) Fulham,(A) Newcastle Utd"
82,Semenyo,MID,Bournemouth,8.1,6.95,4.04,1.37,1.1,4.15,4.31,7.65,6.59,-5.49,"(A) Manchester City,(A) Aston Villa,(H) West Ham,(A) Sunderland,(H) Everton"
683,Alderete,DEF,Sunderland,4.1,4.15,5.14,0.81,0.84,2.8,4.72,6.32,5.98,-5.14,"(H) Everton,(H) Arsenal,(A) Fulham,(H) Bournemouth,(A) Liverpool"
72,Senesi,DEF,Bournemouth,5.0,6.95,4.04,1.02,0.83,4.15,4.31,7.37,6.35,-5.52,"(A) Manchester City,(A) Aston Villa,(H) West Ham,(A) Sunderland,(H) Everton"
200,Anthony,MID,Burnley,5.7,5.55,4.72,0.79,0.75,6.95,4.86,8.07,7.85,-7.1,"(H) Arsenal,(A) West Ham,(H) Chelsea,(A) Brentford,(H) Crystal Palace"
5,Gabriel,DEF,Arsenal,6.4,4.85,4.86,0.67,0.66,1.4,5.55,2.9,3.2,-2.54,"(A) Burnley,(A) Sunderland,(H) Tottenham,(A) Chelsea,(H) Brentford"
317,Andersen,DEF,Fulham,4.5,4.15,4.45,0.3,0.27,6.95,4.58,4.22,3.87,-3.6,"(H) Wolves,(A) Everton,(H) Sunderland,(A) Tottenham,(H) Manchester City"
470,Dúbravka,GK,Burnley,4.0,5.55,4.72,0.0,0.0,6.95,4.86,9.65,9.37,-9.37,"(H) Arsenal,(A) West Ham,(H) Chelsea,(A) Brentford,(H) Crystal Palace"
736,Donnarumma,GK,Manchester City,5.7,6.25,5.41,0.0,0.0,2.1,5.13,3.82,3.91,-3.91,"(H) Bournemouth,(H) Liverpool,(A) Newcastle Utd,(H) Leeds United,(A) Fulham"
