Player ID,Name,Pos,Team,Cost,opponent,team_Oi,opponent_Di,xGI,projected GI,team_Di,opponent_Oi,xGc,projected Gc,projected net goals
430,Haaland,FWD,Manchester City,14.3,Burnley,1.45,1.29,1.3,1.68,0.81,0.81,1.19,0.96,0.72
449,B.Fernandes,MID,Manchester Utd,9.0,Brentford,0.97,1.61,0.744,1.2,1.29,0.97,1.4220000000000002,1.38,-0.18
119,Mbeumo,MID,Manchester Utd,8.1,Brentford,0.97,1.61,0.624,1.0,1.29,0.97,1.384,1.34,-0.34
419,Grealish,MID,Everton,6.8,West Ham,0.97,2.1,0.42000000000000004,0.88,0.81,0.81,1.2,0.97,-0.09
311,Beto,FWD,Everton,5.4,West Ham,0.97,2.1,0.418,0.88,0.81,0.81,0.9800000000000001,0.79,0.09
299,Ndiaye,MID,Everton,6.5,West Ham,0.97,2.1,0.346,0.73,0.81,0.81,1.22,0.99,-0.26
597,Richarlison,FWD,Tottenham,6.7,Wolves,1.61,1.94,0.364,0.71,0.48,0.48,1.034,0.5,0.21
82,Semenyo,MID,Bournemouth,7.7,Leeds United,0.97,1.13,0.608,0.69,0.81,0.65,0.724,0.47,0.22
242,Dewsbury-Hall,MID,Everton,5.0,West Ham,0.97,2.1,0.32799999999999996,0.69,0.81,0.81,1.41,1.14,-0.45
238,Estêvão,MID,Chelsea,6.5,Brighton,1.61,1.29,0.5075,0.65,0.81,0.97,0.2,0.19,0.46
582,Kudus,MID,Tottenham,6.6,Wolves,1.61,1.94,0.33199999999999996,0.64,0.48,0.48,1.2,0.58,0.06
452,Amad,MID,Manchester Utd,6.3,Brentford,0.97,1.61,0.398,0.64,1.29,0.97,1.064,1.03,-0.39
237,Enzo,MID,Chelsea,6.7,Brighton,1.61,1.29,0.47800000000000004,0.62,0.81,0.97,1.126,1.09,-0.47
466,Zirkzee,FWD,Manchester Utd,5.9,Brentford,0.97,1.61,0.35,0.56,1.29,0.97,0.69,0.67,-0.11
164,O'Riley,MID,Brighton,5.5,Chelsea,0.97,0.81,0.69,0.56,1.29,1.61,1.06,1.71,-1.15
413,Marmoush,MID,Manchester City,8.3,Burnley,1.45,1.29,0.42333333333333334,0.55,0.81,0.81,0.6333333333333333,0.51,0.04
267,Sarr,MID,Crystal Palace,6.4,Liverpool,0.97,0.81,0.6833333333333332,0.55,0.32,1.77,1.22,2.16,-1.61
120,Schade,MID,Brentford,7.0,Manchester Utd,0.97,1.29,0.40199999999999997,0.52,1.61,0.97,0.998,0.97,-0.45
300,McNeil,MID,Everton,5.7,West Ham,0.97,2.1,0.24,0.5,0.81,0.81,0.95,0.77,-0.27
283,Mateta,FWD,Crystal Palace,7.6,Liverpool,0.97,0.81,0.602,0.49,0.32,1.77,0.882,1.56,-1.07
86,Brooks,MID,Bournemouth,5.0,Leeds United,0.97,1.13,0.40599999999999997,0.46,0.81,0.65,0.606,0.39,0.07
249,João Pedro,FWD,Chelsea,7.8,Brighton,1.61,1.29,0.33999999999999997,0.44,0.81,0.97,0.9800000000000001,0.95,-0.51
450,Cunha,MID,Manchester Utd,8.0,Brentford,0.97,1.61,0.2675,0.43,1.29,0.97,0.8425,0.82,-0.39
200,Anthony,MID,Burnley,5.5,Manchester City,0.81,0.81,0.518,0.42,1.29,1.45,1.866,2.71,-2.29
580,Johnson,MID,Tottenham,7.0,Wolves,1.61,1.94,0.21000000000000002,0.41,0.48,0.48,0.786,0.38,0.03
717,Xavi,MID,Tottenham,7.1,Wolves,1.61,1.94,0.21,0.41,0.48,0.48,0.51,0.24,0.17
235,Palmer,MID,Chelsea,10.4,Brighton,1.61,1.29,0.3066666666666667,0.4,0.81,0.97,0.8466666666666667,0.82,-0.42
136,Thiago,FWD,Brentford,6.0,Manchester Utd,0.97,1.29,0.302,0.39,1.61,0.97,1.274,1.24,-0.85
302,Gana,MID,Everton,5.4,West Ham,0.97,2.1,0.186,0.39,0.81,0.81,1.318,1.07,-0.68
236,Neto,MID,Chelsea,7.0,Brighton,1.61,1.29,0.288,0.37,0.81,0.97,0.644,0.62,-0.25
568,Pedro Porro,DEF,Tottenham,5.6,Wolves,1.61,1.94,0.19,0.37,0.48,0.48,1.194,0.57,-0.2
121,Damsgaard,MID,Brentford,5.9,Manchester Utd,0.97,1.29,0.26666666666666666,0.34,1.61,0.97,1.2466666666666668,1.21,-0.87
