Player ID,Name,Pos,Team,Cost,team_Oi,opponent_Di,xGI,projected_GI,team_Di,opponent_Oi,xGc,projected_Gc,projected_net_goals,opponents
283,Mateta,FWD,Crystal Palace,7.7,5.0,6.55,4.71,6.17,3.75,5.14,5.61,5.76,0.41,"(H) Brentford,(H) Brighton,(A) Wolves,(H) Manchester Utd,(A) Burnley"
430,Haaland,FWD,Manchester City,14.7,7.05,5.05,5.25,5.31,2.9,4.91,4.89,4.79,0.52,"(H) Bournemouth,(H) Liverpool,(A) Newcastle Utd,(H) Leeds United,(A) Fulham"
164,O'Riley,MID,Brighton,5.5,5.8,5.14,3.45,3.55,6.2,4.07,5.3,4.32,-0.77,"(H) Leeds United,(A) Crystal Palace,(H) Brentford,(A) Nott'ham Forest,(H) Aston Villa"
449,B.Fernandes,MID,Manchester Utd,8.9,6.2,5.4,3.27,3.52,5.8,4.15,7.44,6.18,-2.66,"(A) Nott'ham Forest,(A) Tottenham,(H) Everton,(A) Crystal Palace,(H) West Ham"
267,Sarr,MID,Crystal Palace,6.5,5.0,6.55,2.54,3.33,3.75,5.14,6.83,7.01,-3.68,"(H) Brentford,(H) Brighton,(A) Wolves,(H) Manchester Utd,(A) Burnley"
237,Enzo,MID,Chelsea,6.7,7.05,4.98,3.02,3.0,4.55,5.07,6.98,7.09,-4.09,"(A) Tottenham,(H) Wolves,(A) Burnley,(H) Arsenal,(A) Leeds United"
119,Mbeumo,MID,Manchester Utd,8.2,6.2,5.4,2.74,2.96,5.8,4.15,7.35,6.09,-3.13,"(A) Nott'ham Forest,(A) Tottenham,(H) Everton,(A) Crystal Palace,(H) West Ham"
714,Woltemade,FWD,Newcastle Utd,7.5,3.75,4.98,2.7,2.69,3.3,5.31,4.28,4.55,-1.86,"(A) West Ham,(A) Brentford,(H) Manchester City,(A) Everton,(H) Tottenham"
384,Gakpo,MID,Liverpool,7.6,6.65,4.89,2.62,2.56,5.8,4.06,5.26,4.27,-1.71,"(H) Aston Villa,(A) Manchester City,(H) Nott'ham Forest,(A) West Ham,(H) Sunderland"
136,Thiago,FWD,Brentford,6.2,5.8,4.31,2.69,2.32,5.8,5.24,6.55,6.86,-4.54,"(A) Crystal Palace,(H) Newcastle Utd,(A) Brighton,(H) Burnley,(A) Arsenal"
381,M.Salah,MID,Liverpool,14.3,6.65,4.89,2.37,2.31,5.8,4.06,6.41,5.21,-2.9,"(H) Aston Villa,(A) Manchester City,(H) Nott'ham Forest,(A) West Ham,(H) Sunderland"
525,Wood,FWD,Nott'ham Forest,7.2,2.05,6.3,1.82,2.29,7.05,5.06,4.9,4.97,-2.68,"(H) Manchester Utd,(H) Leeds United,(A) Liverpool,(H) Brighton,(A) Wolves"
299,Ndiaye,MID,Everton,6.5,3.75,4.47,2.52,2.24,5.0,4.98,6.74,6.71,-4.47,"(A) Sunderland,(H) Fulham,(A) Manchester Utd,(H) Newcastle Utd,(A) Bournemouth"
16,Saka,MID,Arsenal,10.0,6.65,4.64,2.37,2.21,1.25,5.89,2.55,3.0,-0.79,"(A) Burnley,(A) Sunderland,(H) Tottenham,(A) Chelsea,(H) Brentford"
178,Welbeck,FWD,Brighton,6.4,5.8,5.14,2.06,2.12,6.2,4.07,4.67,3.79,-1.67,"(H) Leeds United,(A) Crystal Palace,(H) Brentford,(A) Nott'ham Forest,(H) Aston Villa"
82,Semenyo,MID,Bournemouth,8.1,6.65,4.48,2.36,2.1,4.55,4.4,6.18,5.45,-3.35,"(A) Manchester City,(A) Aston Villa,(H) West Ham,(A) Sunderland,(H) Everton"
666,Gyökeres,FWD,Arsenal,9.0,6.65,4.64,2.26,2.09,1.25,5.89,2.44,2.88,-0.79,"(A) Burnley,(A) Sunderland,(H) Tottenham,(A) Chelsea,(H) Brentford"
452,Amad,MID,Manchester Utd,6.3,6.2,5.4,1.83,1.98,5.8,4.15,4.72,3.92,-1.94,"(A) Nott'ham Forest,(A) Tottenham,(H) Everton,(A) Crystal Palace,(H) West Ham"
238,Estêvão,MID,Chelsea,6.5,7.05,4.98,1.92,1.92,4.55,5.07,1.25,1.26,0.66,"(A) Tottenham,(H) Wolves,(A) Burnley,(H) Arsenal,(A) Leeds United"
256,Muñoz,DEF,Crystal Palace,5.7,5.0,6.55,1.47,1.91,3.75,5.14,6.64,6.83,-4.92,"(H) Brentford,(H) Brighton,(A) Wolves,(H) Manchester Utd,(A) Burnley"
311,Beto,FWD,Everton,5.3,3.75,4.47,2.11,1.88,5.0,4.98,5.44,5.43,-3.55,"(A) Sunderland,(H) Fulham,(A) Manchester Utd,(H) Newcastle Utd,(A) Bournemouth"
160,Minteh,MID,Brighton,6.0,5.8,5.14,1.82,1.86,6.2,4.07,6.4,5.2,-3.34,"(H) Leeds United,(A) Crystal Palace,(H) Brentford,(A) Nott'ham Forest,(H) Aston Villa"
712,Yeremy,MID,Crystal Palace,5.8,5.0,6.55,1.43,1.86,3.75,5.14,4.19,4.31,-2.45,"(H) Brentford,(H) Brighton,(A) Wolves,(H) Manchester Utd,(A) Burnley"
414,Foden,MID,Manchester City,8.1,7.05,5.05,1.71,1.74,2.9,4.91,3.89,3.82,-2.08,"(H) Bournemouth,(H) Liverpool,(A) Newcastle Utd,(H) Leeds United,(A) Fulham"
515,Gibbs-White,MID,Nott'ham Forest,7.3,2.05,6.3,1.38,1.74,7.05,5.06,7.73,7.83,-6.09,"(H) Manchester Utd,(H) Leeds United,(A) Liverpool,(H) Brighton,(A) Wolves"
