season,game,round,week,date,home_team,away_team,home_score,away_score,game_id
2526,2026-01-31 Osasuna-Villarreal,22,22,2026-01-31 15:15:00+00:00,Osasuna,Villarreal,2.0,2.0,14083227
2526,2026-01-31 Oviedo-Girona,22,22,2026-01-31 13:00:00+00:00,Oviedo,Girona,1.0,0.0,14083251
2526,2026-02-01 Ath Bilbao-Sociedad,22,22,2026-02-01 20:00:00+00:00,Ath Bilbao,Sociedad,1.0,1.0,14083195
2526,2026-02-01 Betis-Valencia,22,22,2026-02-01 15:15:00+00:00,Betis,Valencia,2.0,1.0,14083207
2526,2026-02-01 Getafe-Celta,22,22,2026-02-01 17:30:00+00:00,Getafe,Celta,0.0,0.0,14083247
2526,2026-02-01 Real Madrid-Vallecano,22,22,2026-02-01 13:00:00+00:00,Real Madrid,Vallecano,2.0,1.0,14083254
2526,2026-02-02 Mallorca-Sevilla,22,22,2026-02-02 20:00:00+00:00,Mallorca,Sevilla,4.0,1.0,14083217
2526,2026-02-06 Celta-Osasuna,23,23,2026-02-06 20:00:00+00:00,Celta,Osasuna,1.0,2.0,14083279
2526,2026-02-07 Barcelona-Mallorca,23,23,2026-02-07 15:15:00+00:00,Barcelona,Mallorca,3.0,0.0,14083269
2526,2026-02-07 Sociedad-Elche,23,23,2026-02-07 20:00:00+00:00,Sociedad,Elche,3.0,1.0,14083292
2526,2026-02-08 Alaves-Getafe,23,23,2026-02-08 13:00:00+00:00,Alaves,Getafe,0.0,2.0,14083257
2526,2026-02-08 Ath Bilbao-Levante,23,23,2026-02-08 15:15:00+00:00,Ath Bilbao,Levante,4.0,2.0,14083260
2526,2026-02-08 Ath Madrid-Betis,23,23,2026-02-08 17:30:00+00:00,Ath Madrid,Betis,0.0,1.0,14083263
2526,2026-02-08 Sevilla-Girona,23,23,2026-02-08 15:15:00+00:00,Sevilla,Girona,1.0,1.0,14083315
2526,2026-02-08 Valencia-Real Madrid,23,23,2026-02-08 20:00:00+00:00,Valencia,Real Madrid,0.0,2.0,14083327
2526,2026-02-09 Villarreal-Espanol,23,23,2026-02-09 20:00:00+00:00,Villarreal,Espanol,4.0,1.0,14083303
2526,2026-02-13 Elche-Osasuna,24,24,2026-02-13 20:00:00+00:00,Elche,Osasuna,0.0,0.0,14083360
2526,2026-02-14 Espanol-Celta,24,24,2026-02-14 13:00:00+00:00,Espanol,Celta,2.0,2.0,14083524
2526,2026-02-14 Getafe-Villarreal,24,24,2026-02-14 15:15:00+00:00,Getafe,Villarreal,2.0,1.0,14083378
2526,2026-02-14 Real Madrid-Sociedad,24,24,2026-02-14 20:00:00+00:00,Real Madrid,Sociedad,4.0,1.0,14083418
2526,2026-02-14 Sevilla-Alaves,24,24,2026-02-14 17:30:00+00:00,Sevilla,Alaves,1.0,1.0,14083436
2526,2026-02-15 Levante-Valencia,24,24,2026-02-15 17:30:00+00:00,Levante,Valencia,0.0,2.0,14083396
2526,2026-02-15 Mallorca-Betis,24,24,2026-02-15 20:00:00+00:00,Mallorca,Betis,1.0,2.0,14083509
2526,2026-02-15 Oviedo-Ath Bilbao,24,24,2026-02-15 13:00:00+00:00,Oviedo,Ath Bilbao,1.0,2.0,14083454
2526,2026-02-15 Vallecano-Ath Madrid,24,24,2026-02-15 15:15:00+00:00,Vallecano,Ath Madrid,3.0,0.0,14083472
2526,2026-02-16 Girona-Barcelona,24,24,2026-02-16 20:00:00+00:00,Girona,Barcelona,2.0,1.0,14083491
2526,2026-02-18 Levante-Villarreal,16,16,2026-02-18 19:00:00+00:00,Levante,Villarreal,0.0,1.0,15398993
2526,2026-02-20 Ath Bilbao-Elche,25,25,2026-02-20 20:00:00+00:00,Ath Bilbao,Elche,2.0,1.0,14083549
2526,2026-02-21 Ath Madrid-Espanol,25,25,2026-02-21 20:00:00+00:00,Ath Madrid,Espanol,4.0,2.0,14083561
2526,2026-02-21 Betis-Vallecano,25,25,2026-02-21 15:15:00+00:00,Betis,Vallecano,1.0,1.0,14083572
2526,2026-02-21 Osasuna-Real Madrid,25,25,2026-02-21 17:30:00+00:00,Osasuna,Real Madrid,2.0,1.0,14081794
2526,2026-02-21 Sociedad-Oviedo,25,25,2026-02-21 13:00:00+00:00,Sociedad,Oviedo,3.0,3.0,14081792
2526,2026-02-22 Barcelona-Levante,25,25,2026-02-22 15:15:00+00:00,Barcelona,Levante,3.0,0.0,14083567
2526,2026-02-22 Celta-Mallorca,25,25,2026-02-22 17:30:00+00:00,Celta,Mallorca,2.0,0.0,14083577
2526,2026-02-22 Getafe-Sevilla,25,25,2026-02-22 13:00:00+00:00,Getafe,Sevilla,0.0,1.0,14083582
2526,2026-02-22 Villarreal-Valencia,25,25,2026-02-22 20:00:00+00:00,Villarreal,Valencia,2.0,1.0,14081796
2526,2026-02-23 Alaves-Girona,25,25,2026-02-23 20:00:00+00:00,Alaves,Girona,2.0,2.0,14083537
2526,2026-02-27 Levante-Alaves,26,26,2026-02-27 20:00:00+00:00,Levante,Alaves,2.0,0.0,14081793
2526,2026-02-28 Barcelona-Villarreal,26,26,2026-02-28 15:15:00+00:00,Barcelona,Villarreal,4.0,1.0,14081789
2526,2026-02-28 Mallorca-Sociedad,26,26,2026-02-28 17:30:00+00:00,Mallorca,Sociedad,0.0,1.0,14081818
2526,2026-02-28 Oviedo-Ath Madrid,26,26,2026-02-28 20:00:00+00:00,Oviedo,Ath Madrid,0.0,1.0,14081795
2526,2026-02-28 Vallecano-Ath Bilbao,26,26,2026-02-28 13:00:00+00:00,Vallecano,Ath Bilbao,1.0,1.0,14081790
2526,2026-03-01 Betis-Sevilla,26,26,2026-03-01 17:30:00+00:00,Betis,Sevilla,,,14081791
2526,2026-03-01 Elche-Espanol,26,26,2026-03-01 13:00:00+00:00,Elche,Espanol,,,14081819
2526,2026-03-01 Girona-Celta,26,26,2026-03-01 20:00:00+00:00,Girona,Celta,,,14081797
2526,2026-03-01 Valencia-Osasuna,26,26,2026-03-01 15:15:00+00:00,Valencia,Osasuna,,,14083591
2526,2026-03-02 Real Madrid-Getafe,26,26,2026-03-02 20:00:00+00:00,Real Madrid,Getafe,,,14081798
2526,2026-03-04 Vallecano-Oviedo,23,23,2026-03-04 18:00:00+00:00,Vallecano,Oviedo,,,15534915
2526,2026-03-06 Celta-Real Madrid,27,27,2026-03-06 20:00:00+00:00,Celta,Real Madrid,,,14083607
2526,2026-03-07 Ath Bilbao-Barcelona,27,27,2026-03-07 20:00:00+00:00,Ath Bilbao,Barcelona,,,14083597
2526,2026-03-07 Ath Madrid-Sociedad,27,27,2026-03-07 17:30:00+00:00,Ath Madrid,Sociedad,,,14083602
2526,2026-03-07 Levante-Girona,27,27,2026-03-07 15:15:00+00:00,Levante,Girona,,,14081802
2526,2026-03-07 Osasuna-Mallorca,27,27,2026-03-07 13:00:00+00:00,Osasuna,Mallorca,,,14081805
2526,2026-03-08 Getafe-Betis,27,27,2026-03-08 15:15:00+00:00,Getafe,Betis,,,14081801
2526,2026-03-08 Sevilla-Vallecano,27,27,2026-03-08 17:30:00+00:00,Sevilla,Vallecano,,,14081804
2526,2026-03-08 Valencia-Alaves,27,27,2026-03-08 20:00:00+00:00,Valencia,Alaves,,,14081799
2526,2026-03-08 Villarreal-Elche,27,27,2026-03-08 13:00:00+00:00,Villarreal,Elche,,,14081803
2526,2026-03-09 Espanol-Oviedo,27,27,2026-03-09 20:00:00+00:00,Espanol,Oviedo,,,14081800
2526,2026-03-13 Alaves-Villarreal,28,28,2026-03-13 20:00:00+00:00,Alaves,Villarreal,,,14081806
2526,2026-03-14 Ath Madrid-Getafe,28,28,2026-03-14 15:15:00+00:00,Ath Madrid,Getafe,,,14083612
2526,2026-03-14 Girona-Ath Bilbao,28,28,2026-03-14 13:00:00+00:00,Girona,Ath Bilbao,,,14083632
2526,2026-03-14 Oviedo-Valencia,28,28,2026-03-14 17:30:00+00:00,Oviedo,Valencia,,,14083627
2526,2026-03-14 Real Madrid-Elche,28,28,2026-03-14 20:00:00+00:00,Real Madrid,Elche,,,14083637
2526,2026-03-15 Barcelona-Sevilla,28,28,2026-03-15 15:15:00+00:00,Barcelona,Sevilla,,,14083617
2526,2026-03-15 Betis-Celta,28,28,2026-03-15 17:30:00+00:00,Betis,Celta,,,14083622
2526,2026-03-15 Mallorca-Espanol,28,28,2026-03-15 13:00:00+00:00,Mallorca,Espanol,,,14083642
2526,2026-03-15 Sociedad-Osasuna,28,28,2026-03-15 20:00:00+00:00,Sociedad,Osasuna,,,14083652
2526,2026-03-16 Vallecano-Levante,28,28,2026-03-16 20:00:00+00:00,Vallecano,Levante,,,14083647
2526,2026-03-20 Villarreal-Sociedad,29,29,2026-03-20 20:00:00+00:00,Villarreal,Sociedad,,,14081808
2526,2026-03-21 Elche-Mallorca,29,29,2026-03-21 13:00:00+00:00,Elche,Mallorca,,,14083668
2526,2026-03-21 Espanol-Getafe,29,29,2026-03-21 15:15:00+00:00,Espanol,Getafe,,,14083673
2526,2026-03-21 Levante-Oviedo,29,29,2026-03-21 17:30:00+00:00,Levante,Oviedo,,,14083678
