Player ID,Name,Pos,Team,Cost,Total Points,Bonus,Points/$,Games,Goals,Assists,xG,xA,xGI,gc,xGc,clean_sheets,def_con,Saves,h_Games,h_Goals,h_Assists,h_xG,h_xA,h_xGI,h_Gc,h_xGc,a_Games,a_Goals,a_Assists,a_xG,a_xA,a_xGI,a_Gc,a_xGc
449,B.Fernandes,MID,Manchester Utd,9.0,4,0,0.44,2,0,0,0.97,0.34,1.31,2,3.07,0,24,0,0,1,0,0.15,0.3,0.45,1,1.31,1,0,0,0.82,0.04,0.86,1,1.76
249,João Pedro,FWD,Chelsea,7.5,17,3,2.27,2,1,2,0.69,0.13,0.82,1,1.33,1,6,0,0,1,0,0.28,0.02,0.3,0,0.6,1,1,2,0.41,0.11,0.52,1,0.73
517,Anderson,MID,Nott'ham Forest,5.5,8,1,1.45,2,0,1,0.39,0.31,0.7,2,2.6,0,22,0,1,1,0,0.39,0.28,0.67,1,1.5,1,0,0,0.0,0.03,0.03,1,1.1
381,M.Salah,MID,Liverpool,14.5,13,1,0.9,2,1,1,0.26,0.32,0.58,4,2.63,0,12,0,0,1,1,0.26,0.11,0.37,2,1.7,1,0,1,0.0,0.21,0.21,2,0.93
64,Watkins,FWD,Aston Villa,9.0,4,0,0.44,2,0,0,0.49,0.09,0.58,1,2.64,1,9,0,0,1,0,0.12,0.01,0.13,0,1.43,1,0,0,0.37,0.08,0.45,1,1.21
568,Pedro Porro,DEF,Tottenham,5.5,11,0,2.0,2,0,0,0.1,0.39,0.49,0,2.49,2,10,0,0,1,0,0.02,0.26,0.28,0,0.94,1,0,0,0.08,0.13,0.21,0,1.55
427,Reijnders,MID,Manchester City,5.7,12,0,2.11,2,1,1,0.24,0.18,0.42,2,1.67,1,8,0,0,1,0,0.04,0.04,0.08,2,1.11,1,1,1,0.2,0.14,0.34,0,0.56
235,Palmer,MID,Chelsea,10.5,3,0,0.29,1,0,0,0.17,0.03,0.2,0,0.66,1,5,0,0,1,0,0.17,0.03,0.2,0,0.66,0,0,0,0.0,0.0,0.0,0,0.0
373,Virgil,DEF,Liverpool,6.0,6,0,1.0,2,0,0,0.18,0.01,0.19,4,2.63,0,36,0,0,1,0,0.18,0.01,0.19,2,1.7,1,0,0,0.0,0.0,0.0,2,0.93
508,N.Williams,DEF,Nott'ham Forest,5.0,3,0,0.6,2,0,0,0.0,0.11,0.11,2,2.6,0,9,0,0,1,0,0.0,0.09,0.09,1,1.5,1,0,0,0.0,0.02,0.02,1,1.1
145,De Cuyper,DEF,Brighton,4.5,2,0,0.44,2,0,0,0.0,0.11,0.11,3,1.96,0,11,0,0,1,0,0.0,0.09,0.09,1,0.76,1,0,0,0.0,0.02,0.02,2,1.2
191,Estève,DEF,Burnley,4.0,7,0,1.75,2,0,0,0.05,0.01,0.06,3,2.98,1,15,0,0,1,0,0.0,0.01,0.01,0,0.66,1,0,0,0.05,0.0,0.05,3,2.32
252,Marc Guiu,FWD,Sunderland,4.5,1,0,0.22,1,0,0,0.02,0.01,0.03,1,0.66,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1,0,0,0.02,0.01,0.03,1,0.66
220,Sánchez,GK,Chelsea,5.0,11,1,2.2,2,0,0,0.0,0.0,0.0,1,1.39,1,0,7,0,1,0,0.0,0.0,0.0,0,0.66,1,0,0,0.0,0.0,0.0,1,0.73
470,Dúbravka,GK,Burnley,4.0,8,0,2.0,2,0,0,0.0,0.0,0.0,3,3.09,1,0,4,0,1,0,0.0,0.0,0.0,0,0.77,1,0,0,0.0,0.0,0.0,3,2.32
