Player ID,Name,Pos,Team,Cost,team_Oi,opponent_Di,xGI,projected_GI,team_Di,opponent_Oi,xGc,projected_Gc,projected_net_goals,opponents
430,Haaland,FWD,Manchester City,14.1,7.7,4.22,6.9,5.83,3.85,4.61,3.65,3.37,2.46,"(A) Brighton,(H) Manchester Utd,(A) Arsenal,(H) Burnley,(A) Brentford"
666,Gyökeres,FWD,Arsenal,9.0,11.55,7.31,3.43,5.01,0.0,6.92,2.17,3.01,2.0,"(A) Liverpool,(H) Nott'ham Forest,(H) Manchester City,(A) Newcastle Utd,(H) West Ham"
7,Calafiori,DEF,Arsenal,5.6,11.55,7.31,3.3,4.83,0.0,6.92,2.6,3.6,1.23,"(A) Liverpool,(H) Nott'ham Forest,(H) Manchester City,(A) Newcastle Utd,(H) West Ham"
597,Richarlison,FWD,Tottenham,6.6,9.6,9.61,2.5,4.8,0.0,2.29,5.65,2.59,2.21,"(H) Bournemouth,(A) West Ham,(A) Brighton,(H) Wolves,(A) Leeds United"
580,Johnson,MID,Tottenham,7.0,9.6,9.61,2.48,4.75,0.0,2.29,5.78,2.65,2.1,"(H) Bournemouth,(A) West Ham,(A) Brighton,(H) Wolves,(A) Leeds United"
238,Estêvão,MID,Chelsea,6.5,9.6,5.38,4.03,4.34,1.9,4.99,1.0,1.0,3.34,"(H) Fulham,(A) Brentford,(A) Manchester Utd,(H) Brighton,(H) Liverpool"
82,Semenyo,MID,Bournemouth,7.2,5.75,4.99,4.2,4.2,7.7,4.22,6.67,5.64,-1.44,"(A) Tottenham,(H) Brighton,(H) Newcastle Utd,(A) Leeds United,(H) Fulham"
525,Wood,FWD,Nott'ham Forest,7.6,7.7,6.15,3.12,3.84,3.85,5.38,6.5,6.99,-3.15,"(H) West Ham,(A) Arsenal,(A) Burnley,(H) Sunderland,(A) Newcastle Utd"
178,Welbeck,FWD,Brighton,6.4,1.9,4.61,4.15,3.83,5.75,6.53,4.6,6.02,-2.19,"(H) Manchester City,(A) Bournemouth,(H) Tottenham,(A) Chelsea,(A) Wolves"
582,Kudus,MID,Tottenham,6.6,9.6,9.61,1.82,3.5,0.0,2.29,6.23,2.84,0.66,"(H) Bournemouth,(A) West Ham,(A) Brighton,(H) Wolves,(A) Leeds United"
200,Anthony,MID,Burnley,5.5,3.85,4.23,3.98,3.35,5.75,6.15,7.72,9.51,-6.16,"(A) Manchester Utd,(H) Liverpool,(H) Nott'ham Forest,(A) Manchester City,(A) Aston Villa"
485,Gordon,MID,Newcastle Utd,7.5,3.85,6.15,2.7,3.33,5.75,5.38,0.68,0.73,2.6,"(A) Leeds United,(H) Wolves,(A) Bournemouth,(H) Arsenal,(H) Nott'ham Forest"
164,O'Riley,MID,Brighton,5.5,1.9,4.61,3.45,3.17,5.75,6.53,5.3,6.93,-3.76,"(H) Manchester City,(A) Bournemouth,(H) Tottenham,(A) Chelsea,(A) Wolves"
8,J.Timber,DEF,Arsenal,5.5,11.55,7.31,2.15,3.13,0.0,6.92,2.07,2.88,0.25,"(A) Liverpool,(H) Nott'ham Forest,(H) Manchester City,(A) Newcastle Utd,(H) West Ham"
237,Enzo,MID,Chelsea,6.5,9.6,5.38,2.88,3.09,1.9,4.99,3.35,3.34,-0.25,"(H) Fulham,(A) Brentford,(A) Manchester Utd,(H) Brighton,(H) Liverpool"
86,Brooks,MID,Bournemouth,5.0,5.75,4.99,3.05,3.04,7.7,4.22,5.78,4.88,-1.84,"(A) Tottenham,(H) Brighton,(H) Newcastle Utd,(A) Leeds United,(H) Fulham"
